Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,META,META,META,META,META,META,NFLX,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,95.45,101.04,83.34,100.99,100.51,716522700,94.33,118.74,88.09,118.1,117.55,1063791200,296.17,312.71,252.09,305.53,305.53,185683000,103.99,104.58,85.87,96.54,96.54,2035133200,155.08,155.45,134.38,148.03,145.89,1724847700
2022-12-01,101.02,102.25,85.94,88.23,87.81,603127800,119.2,124.67,112.46,120.34,119.78,653019800,303.99,332.72,273.41,294.88,294.88,193080900,96.99,97.23,81.69,84.0,84.0,1549193300,148.21,150.92,125.87,129.93,128.27,1675731200
2023-01-01,89.59,100.32,84.86,98.84,98.37,672897800,122.82,153.19,122.28,148.97,148.27,548770600,298.06,369.02,288.7,353.86,353.86,206417400,85.46,103.49,81.43,103.13,103.13,1523798600,130.28,147.23,124.17,144.29,142.44,1443652500
2023-02-01,98.71,108.18,88.58,90.06,89.63,952580200,148.03,197.16,147.06,174.94,174.12,772170900,353.86,379.43,314.3,322.13,322.13,123374100,102.53,114.0,92.32,94.23,94.23,1364102000,143.97,157.38,141.32,147.41,145.52,1307198900
2023-03-01,89.98,106.59,89.42,103.73,103.24,859933900,174.59,212.17,171.43,211.94,210.95,690053000,321.55,345.84,285.33,345.48,345.48,157555400,93.87,103.49,88.12,103.29,103.29,1349240300,146.83,165.0,143.9,164.9,163.04,1520266600
2023-04-01,102.39,109.17,101.93,107.34,106.83,604106300,208.84,241.69,207.13,240.32,239.19,446687900,341.83,349.8,316.1,329.93,329.93,127984500,102.3,110.86,97.71,105.45,105.45,1224083600,164.27,169.85,159.78,169.68,167.77,969709700
2023-05-01,106.84,126.43,103.71,122.87,122.29,820545400,238.62,268.65,229.85,264.72,263.48,486968500,329.44,405.11,315.62,395.23,395.23,145471700,104.95,122.92,101.15,120.58,120.58,1432891600,169.28,179.35,164.31,177.25,175.25,1275155500
2023-06-01,122.82,129.04,116.1,119.7,119.13,656756700,265.9,289.79,258.88,286.98,285.63,480979900,397.41,448.65,393.08,440.49,440.49,147230800,120.69,131.49,119.93,130.36,130.36,1242648800,177.7,194.48,176.93,193.97,192.05,1297101100
2023-07-01,119.24,133.74,115.35,132.72,132.09,708341500,286.7,326.2,284.85,318.6,317.11,624605100,439.76,485.0,411.88,438.97,438.97,168720200,130.82,136.65,125.92,133.68,133.68,1058754800,193.78,198.23,186.6,196.45,194.5,996066400
2023-08-01,130.78,138.0,126.38,136.17,135.52,593289000,317.54,324.14,274.38,295.89,294.5,423147800,437.37,445.25,398.15,433.68,433.68,107298900,133.55,143.63,126.41,138.01,138.01,1210426200,196.24,196.73,171.96,187.87,186.01,1322439400
2023-09-01,137.46,139.16,127.22,130.86,130.24,477542100,299.37,312.87,286.79,300.21,298.8,406686600,437.73,453.45,371.1,377.6,377.6,100278600,139.46,145.86,123.04,127.12,127.12,1120271900,189.49,189.98,167.62,171.21,169.74,1337586600
2023-10-01,131.21,141.22,120.21,124.08,123.49,680712800,302.74,330.54,279.4,301.27,299.86,511307900,377.48,418.84,344.73,411.69,411.69,164021900,127.28,134.48,118.35,133.09,133.09,1224564700,171.22,182.34,165.67,170.77,169.31,1172719600
2023-11-01,124.07,139.42,123.72,132.53,131.9,535220300,301.85,342.92,301.85,327.15,325.62,329270500,414.77,482.7,414.18,473.97,473.97,71741400,133.96,149.26,133.71,146.09,146.09,1025986900,171.0,192.93,170.12,189.95,188.32,1099586100
2023-12-01,131.86,142.68,127.9,139.69,139.03,619903000,325.48,361.9,313.66,353.96,352.3,332813800,473.17,500.89,445.73,486.88,486.88,80411900,146.0,155.63,142.81,151.94,151.94,931128600,190.33,199.62,187.45,192.53,191.13,1062774800
2024-01-01,138.55,153.78,135.15,140.1,139.43,580875000,351.32,406.36,340.01,390.14,388.31,347020200,483.19,579.64,461.86,564.11,564.11,145889000,151.54,161.73,144.05,155.2,155.2,953344900,187.15,196.38,180.17,184.4,183.06,1187219300
2024-02-01,142.12,149.44,135.41,138.46,137.8,647669400,393.94,494.36,393.05,490.13,487.83,466151400,567.02,605.36,549.0,602.92,602.92,71652900,155.87,177.22,155.62,176.76,176.76,1045061200,183.99,191.05,179.25,180.75,179.44,1161627000
2024-03-01,138.43,152.26,130.67,150.93,150.21,672605900,492.11,523.57,476.0,485.58,483.81,279558900,599.81,634.39,592.0,607.33,607.33,60140100,176.75,181.7,171.47,180.38,180.38,701928900,179.55,180.53,168.49,171.48,170.45,1432782800
2024-04-01,150.69,174.71,149.6,162.78,162.01,659471000,487.2,531.49,414.5,430.17,428.61,437131800,608.0,639.0,542.01,550.64,550.64,93979800,180.79,189.77,166.32,175.0,175.0,917021100,171.19,178.36,164.08,170.33,169.31,1245717000
2024-05-01,164.3,178.77,163.05,172.5,171.68,542406800,428.6,482.5,427.11,466.83,465.13,282474800,547.84,664.25,544.25,641.62,641.62,69001800,181.64,191.7,173.87,176.44,176.44,892301700,169.58,193.0,169.11,192.25,191.1,1336537700
